step,time,loss,acc
19800,2021-04-25T15:27:09.304705,2.282647e-01,8.984375e-01
19850,2021-04-25T15:27:17.584055,1.798849e-01,9.375000e-01
19900,2021-04-25T15:27:25.792110,2.544293e-01,8.750000e-01
19950,2021-04-25T15:27:33.977226,2.157089e-01,9.062500e-01
20000,2021-04-25T15:27:42.246118,1.536324e-01,9.296875e-01
20050,2021-04-25T15:27:50.894995,1.408331e-01,9.296875e-01
20100,2021-04-25T15:27:59.102052,2.296111e-01,8.906250e-01
20150,2021-04-25T15:28:07.320080,2.136592e-01,9.140625e-01
20200,2021-04-25T15:28:15.524146,2.550066e-01,9.140625e-01
20250,2021-04-25T15:28:23.745166,2.092749e-01,9.140625e-01
20300,2021-04-25T15:28:31.911333,2.359257e-01,9.140625e-01
20350,2021-04-25T15:28:40.436911,2.057066e-01,8.750000e-01
20400,2021-04-25T15:28:48.619035,2.955216e-01,8.593750e-01
20450,2021-04-25T15:28:56.818114,1.676249e-01,9.218750e-01
20500,2021-04-25T15:29:05.019188,2.128621e-01,9.140625e-01
20550,2021-04-25T15:29:13.812705,2.979648e-01,8.593750e-01
20600,2021-04-25T15:29:22.012781,2.781675e-01,8.828125e-01
20650,2021-04-25T15:29:30.190915,2.609913e-01,8.593750e-01
20700,2021-04-25T15:29:38.363067,2.049686e-01,9.375000e-01
20750,2021-04-25T15:29:46.552172,2.230292e-01,8.984375e-01
20800,2021-04-25T15:29:54.819069,1.813587e-01,9.062500e-01
20850,2021-04-25T15:30:02.965289,2.176528e-01,8.906250e-01
20900,2021-04-25T15:30:11.146417,2.175547e-01,8.984375e-01
20950,2021-04-25T15:30:19.346493,2.468494e-01,8.671875e-01
21000,2021-04-25T15:30:27.523630,2.289019e-01,8.906250e-01
21050,2021-04-25T15:30:36.124720,2.499277e-01,8.828125e-01
21100,2021-04-25T15:30:44.272935,1.885426e-01,9.218750e-01
21150,2021-04-25T15:30:52.415165,2.306195e-01,8.984375e-01
21200,2021-04-25T15:31:00.555402,1.841779e-01,9.375000e-01
21250,2021-04-25T15:31:08.752486,1.737281e-01,9.453125e-01
21300,2021-04-25T15:31:16.918420,1.414905e-01,9.453125e-01
21350,2021-04-25T15:31:25.118496,3.206657e-01,8.671875e-01
21400,2021-04-25T15:31:33.258732,2.441535e-01,8.906250e-01
21450,2021-04-25T15:31:41.417917,2.677621e-01,8.750000e-01
21500,2021-04-25T15:31:49.588074,2.352474e-01,8.906250e-01
21550,2021-04-25T15:31:58.205171,2.456883e-01,8.984375e-01
21600,2021-04-25T15:32:06.342050,2.436998e-01,8.984375e-01
21650,2021-04-25T15:32:14.534147,2.871895e-01,8.281250e-01
21700,2021-04-25T15:32:22.669396,2.261152e-01,9.062500e-01
21750,2021-04-25T15:32:30.812625,2.120563e-01,9.296875e-01
21800,2021-04-25T15:32:38.980786,1.947129e-01,9.296875e-01
21850,2021-04-25T15:32:47.195540,2.191284e-01,8.906250e-01
21900,2021-04-25T15:32:55.333782,2.132386e-01,8.984375e-01
21950,2021-04-25T15:33:03.528871,1.725477e-01,9.375000e-01
22000,2021-04-25T15:33:11.679081,1.657193e-01,9.531250e-01
22050,2021-04-25T15:33:20.289880,2.152132e-01,9.453125e-01
22100,2021-04-25T15:33:28.405183,1.699280e-01,9.218750e-01
22150,2021-04-25T15:33:36.510513,2.650196e-01,8.906250e-01
22200,2021-04-25T15:33:44.681666,2.319369e-01,8.906250e-01
22250,2021-04-25T15:33:52.833870,2.484762e-01,8.671875e-01
22300,2021-04-25T15:34:00.992058,2.734404e-01,8.671875e-01
22350,2021-04-25T15:34:09.142269,2.332399e-01,9.140625e-01
22400,2021-04-25T15:34:17.280509,1.827321e-01,9.531250e-01
22450,2021-04-25T15:34:25.405792,1.254715e-01,9.531250e-01
22500,2021-04-25T15:34:33.596892,2.047034e-01,9.375000e-01
22550,2021-04-25T15:34:42.213853,2.659891e-01,8.750000e-01
22600,2021-04-25T15:34:50.394980,2.203223e-01,9.062500e-01
22650,2021-04-25T15:34:58.606027,2.276557e-01,8.984375e-01
22700,2021-04-25T15:35:06.806103,2.375612e-01,8.671875e-01
22750,2021-04-25T15:35:14.983241,2.428063e-01,8.984375e-01
22800,2021-04-25T15:35:23.136442,1.640282e-01,9.296875e-01
22850,2021-04-25T15:35:31.352828,2.091464e-01,8.828125e-01
22900,2021-04-25T15:35:39.543928,1.978333e-01,9.453125e-01
22950,2021-04-25T15:35:47.699124,2.139597e-01,9.140625e-01
23000,2021-04-25T15:35:55.850331,2.028622e-01,9.218750e-01
23050,2021-04-25T15:36:04.512162,2.315253e-01,9.296875e-01
23100,2021-04-25T15:36:12.678328,2.125720e-01,8.984375e-01
23150,2021-04-25T15:36:20.828538,2.188139e-01,8.828125e-01
23200,2021-04-25T15:36:28.983738,1.824726e-01,9.140625e-01
23250,2021-04-25T15:36:37.183814,1.720413e-01,9.296875e-01
23300,2021-04-25T15:36:45.288146,1.545144e-01,9.296875e-01
23350,2021-04-25T15:36:53.454313,1.798737e-01,9.218750e-01
23400,2021-04-25T15:37:01.593726,1.865668e-01,9.375000e-01
23450,2021-04-25T15:37:09.764884,1.491229e-01,9.609375e-01
23500,2021-04-25T15:37:17.964961,3.179510e-01,8.750000e-01
23550,2021-04-25T15:37:26.691473,2.346643e-01,8.984375e-01
23600,2021-04-25T15:37:34.857640,2.110950e-01,8.984375e-01
23650,2021-04-25T15:37:42.990895,1.611245e-01,9.218750e-01
23700,2021-04-25T15:37:51.182993,2.109069e-01,9.062500e-01
23750,2021-04-25T15:37:59.371101,2.117816e-01,9.140625e-01
23800,2021-04-25T15:38:07.527294,2.177484e-01,9.062500e-01
23850,2021-04-25T15:38:15.678502,1.804135e-01,9.453125e-01
23900,2021-04-25T15:38:23.814537,2.293314e-01,8.984375e-01
23950,2021-04-25T15:38:31.966740,1.735395e-01,9.296875e-01
24000,2021-04-25T15:38:40.151856,1.925796e-01,9.375000e-01
24050,2021-04-25T15:38:48.811079,2.237515e-01,9.140625e-01
24100,2021-04-25T15:38:56.992206,2.201270e-01,8.984375e-01
24150,2021-04-25T15:39:05.145407,1.925059e-01,9.375000e-01
24200,2021-04-25T15:39:13.296614,2.170143e-01,9.062500e-01
24250,2021-04-25T15:39:21.509655,1.758991e-01,9.140625e-01
24300,2021-04-25T15:39:29.648894,1.693363e-01,9.218750e-01
24350,2021-04-25T15:39:37.791125,1.783736e-01,9.140625e-01
24400,2021-04-25T15:39:45.912206,2.089347e-01,8.984375e-01
24450,2021-04-25T15:39:54.095328,2.299129e-01,8.984375e-01
24500,2021-04-25T15:40:02.273463,1.831755e-01,9.453125e-01
24550,2021-04-25T15:40:11.087700,2.399209e-01,8.906250e-01
24600,2021-04-25T15:40:19.264837,2.437969e-01,8.984375e-01
24650,2021-04-25T15:40:27.452430,2.236518e-01,9.062500e-01
24700,2021-04-25T15:40:35.721407,2.389200e-01,8.593750e-01
24750,2021-04-25T15:40:43.927467,2.577257e-01,8.671875e-01
24800,2021-04-25T15:40:52.168434,2.753091e-01,8.593750e-01
24850,2021-04-25T15:41:00.404414,2.217983e-01,9.218750e-01
24900,2021-04-25T15:41:08.623439,1.714384e-01,8.984375e-01
24950,2021-04-25T15:41:16.981557,1.951995e-01,8.984375e-01
25000,2021-04-25T15:41:25.156700,2.317466e-01,8.750000e-01
25050,2021-04-25T15:41:33.818541,1.864475e-01,9.062500e-01
25100,2021-04-25T15:41:42.011636,1.823634e-01,9.218750e-01
25150,2021-04-25T15:41:50.213707,1.585240e-01,9.453125e-01
25200,2021-04-25T15:41:58.385858,2.621425e-01,8.906250e-01
25250,2021-04-25T15:42:06.609789,1.586609e-01,9.687500e-01
25300,2021-04-25T15:42:14.793908,2.032127e-01,8.984375e-01
25350,2021-04-25T15:42:22.977029,2.166615e-01,8.984375e-01
25400,2021-04-25T15:42:31.216001,1.271621e-01,9.531250e-01
25450,2021-04-25T15:42:39.393139,2.036332e-01,9.062500e-01
25500,2021-04-25T15:42:47.609172,2.670034e-01,8.359375e-01
25550,2021-04-25T15:42:56.266703,1.233217e-01,9.453125e-01
25600,2021-04-25T15:43:04.413920,2.601120e-01,8.671875e-01
25650,2021-04-25T15:43:12.645911,1.790903e-01,9.296875e-01
25700,2021-04-25T15:43:20.817065,2.382388e-01,8.984375e-01
25750,2021-04-25T15:43:29.042074,2.217993e-01,9.062500e-01
25800,2021-04-25T15:43:37.227190,2.258794e-01,9.140625e-01
25850,2021-04-25T15:43:45.446216,2.299716e-01,9.062500e-01
25900,2021-04-25T15:43:53.658260,2.030470e-01,9.296875e-01
25950,2021-04-25T15:44:01.835397,2.392959e-01,9.062500e-01
26000,2021-04-25T15:44:10.008545,1.921798e-01,9.140625e-01
26050,2021-04-25T15:44:18.823755,2.816768e-01,9.062500e-01
26100,2021-04-25T15:44:27.027820,1.977143e-01,9.140625e-01
26150,2021-04-25T15:44:35.266792,2.245716e-01,8.906250e-01
26200,2021-04-25T15:44:43.423983,2.335379e-01,8.984375e-01
26250,2021-04-25T15:44:51.589153,2.109453e-01,9.140625e-01
26300,2021-04-25T15:44:59.734376,2.209574e-01,8.906250e-01
26350,2021-04-25T15:45:07.957390,1.694980e-01,9.218750e-01
26400,2021-04-25T15:45:16.129541,1.840208e-01,9.218750e-01
26450,2021-04-25T15:45:24.259804,2.630003e-01,9.062500e-01
26500,2021-04-25T15:45:32.478816,2.638509e-01,8.750000e-01
26550,2021-04-25T15:45:41.090791,2.426794e-01,8.984375e-01
26600,2021-04-25T15:45:49.235016,1.962494e-01,9.140625e-01
26650,2021-04-25T15:45:57.401821,1.798120e-01,9.375000e-01
26700,2021-04-25T15:46:05.587935,2.162280e-01,8.984375e-01
26750,2021-04-25T15:46:13.786016,1.462797e-01,9.453125e-01
26800,2021-04-25T15:46:22.000320,1.936161e-01,9.375000e-01
26850,2021-04-25T15:46:30.184439,2.759281e-01,8.515625e-01
26900,2021-04-25T15:46:38.339635,1.990017e-01,8.984375e-01
26950,2021-04-25T15:46:46.515775,1.761706e-01,9.375000e-01
27000,2021-04-25T15:46:54.639057,1.842361e-01,9.062500e-01
27050,2021-04-25T15:47:03.228631,1.836794e-01,9.218750e-01
27100,2021-04-25T15:47:11.376846,1.902576e-01,9.218750e-01
27150,2021-04-25T15:47:19.864154,1.672791e-01,9.375000e-01
27200,2021-04-25T15:47:28.037302,1.613402e-01,9.296875e-01
27250,2021-04-25T15:47:36.251342,2.010106e-01,9.218750e-01
27300,2021-04-25T15:47:44.445433,1.984336e-01,8.984375e-01
27350,2021-04-25T15:47:52.614592,2.325226e-01,8.984375e-01
27400,2021-04-25T15:48:00.947314,1.719577e-01,9.296875e-01
27450,2021-04-25T15:48:09.127447,1.823199e-01,9.296875e-01
27500,2021-04-25T15:48:17.308577,1.839635e-01,9.140625e-01
27550,2021-04-25T15:48:25.902637,1.535111e-01,9.296875e-01
27600,2021-04-25T15:48:34.048858,2.937896e-01,9.062500e-01
27650,2021-04-25T15:48:42.255915,2.127763e-01,9.218750e-01
27700,2021-04-25T15:48:50.372215,2.159248e-01,8.984375e-01
27750,2021-04-25T15:48:58.588248,2.317567e-01,9.140625e-01
27800,2021-04-25T15:49:06.742447,1.677178e-01,9.296875e-01
27850,2021-04-25T15:49:14.920582,2.241612e-01,8.984375e-01
27900,2021-04-25T15:49:23.066802,1.372816e-01,9.375000e-01
27950,2021-04-25T15:49:31.210030,1.745949e-01,9.218750e-01
28000,2021-04-25T15:49:39.356250,1.849009e-01,9.140625e-01
28050,2021-04-25T15:49:48.014102,1.866141e-01,9.375000e-01
28100,2021-04-25T15:49:56.161320,2.417901e-01,9.062500e-01
28150,2021-04-25T15:50:04.338457,1.826618e-01,8.906250e-01
28200,2021-04-25T15:50:12.473707,1.597851e-01,9.296875e-01
28250,2021-04-25T15:50:20.612945,2.520052e-01,8.984375e-01
28300,2021-04-25T15:50:28.747198,1.813540e-01,9.140625e-01
28350,2021-04-25T15:50:36.915359,2.096870e-01,9.296875e-01
28400,2021-04-25T15:50:45.074545,2.615817e-01,8.906250e-01
28450,2021-04-25T15:50:53.230738,2.188879e-01,9.375000e-01
28500,2021-04-25T15:51:01.385814,1.900788e-01,8.906250e-01
28550,2021-04-25T15:51:10.127586,2.150156e-01,8.906250e-01
28600,2021-04-25T15:51:18.241892,1.956621e-01,9.218750e-01
28650,2021-04-25T15:51:26.374149,2.571320e-01,8.750000e-01
28700,2021-04-25T15:51:34.507614,2.425423e-01,8.593750e-01
28750,2021-04-25T15:51:42.713675,1.492949e-01,9.375000e-01
28800,2021-04-25T15:51:50.860892,2.940403e-01,8.750000e-01
28850,2021-04-25T15:51:59.037032,2.053771e-01,9.062500e-01
28900,2021-04-25T15:52:07.206191,1.724316e-01,9.062500e-01
28950,2021-04-25T15:52:15.379339,2.729143e-01,8.750000e-01
29000,2021-04-25T15:52:23.549495,2.887866e-01,8.750000e-01
29050,2021-04-25T15:52:32.222307,1.688498e-01,9.453125e-01
29100,2021-04-25T15:52:40.425376,1.296360e-01,9.531250e-01
29150,2021-04-25T15:52:48.581569,1.594386e-01,9.296875e-01
29200,2021-04-25T15:52:56.740754,1.896303e-01,9.218750e-01
29250,2021-04-25T15:53:04.915897,1.877007e-01,9.218750e-01
29300,2021-04-25T15:53:13.099019,2.485069e-01,8.984375e-01
29350,2021-04-25T15:53:21.261196,2.075393e-01,9.140625e-01
29400,2021-04-25T15:53:29.441326,1.965667e-01,9.062500e-01
29450,2021-04-25T15:53:37.648383,2.358738e-01,9.218750e-01
29500,2021-04-25T15:53:45.861425,2.216734e-01,9.140625e-01
29550,2021-04-25T15:53:54.512712,1.634260e-01,9.453125e-01
29600,2021-04-25T15:54:02.662921,1.399409e-01,9.453125e-01
29650,2021-04-25T15:54:10.811136,2.757401e-01,8.906250e-01
29700,2021-04-25T15:54:18.942396,1.713484e-01,9.140625e-01
29750,2021-04-25T15:54:27.144467,2.317423e-01,8.906250e-01
29800,2021-04-25T15:54:35.327589,1.817443e-01,9.218750e-01
29850,2021-04-25T15:54:43.572545,2.213655e-01,8.906250e-01
29900,2021-04-25T15:54:51.793565,1.644314e-01,9.375000e-01
29950,2021-04-25T15:54:59.981673,2.539111e-01,8.984375e-01
30000,2021-04-25T15:55:08.197707,2.083273e-01,8.671875e-01
30050,2021-04-25T15:55:16.817660,1.890677e-01,8.984375e-01
30100,2021-04-25T15:55:25.002776,2.206924e-01,8.906250e-01
30150,2021-04-25T15:55:33.156975,1.612063e-01,9.375000e-01
30200,2021-04-25T15:55:41.338102,2.292424e-01,8.906250e-01
30250,2021-04-25T15:55:49.502274,2.184718e-01,9.218750e-01
30300,2021-04-25T15:55:57.660462,1.517575e-01,9.453125e-01
30350,2021-04-25T15:56:05.838852,1.919295e-01,8.984375e-01
30400,2021-04-25T15:56:14.123038,2.231626e-01,8.906250e-01
30450,2021-04-25T15:56:22.282223,2.029816e-01,9.218750e-01
30500,2021-04-25T15:56:30.466342,1.607660e-01,9.296875e-01
30550,2021-04-25T15:56:39.090117,1.398899e-01,9.531250e-01
30600,2021-04-25T15:56:47.226364,1.744363e-01,9.296875e-01
30650,2021-04-25T15:56:55.382557,1.473058e-01,9.531250e-01
30700,2021-04-25T15:57:03.534762,1.290406e-01,9.453125e-01
30750,2021-04-25T15:57:11.754785,1.438265e-01,9.609375e-01
30800,2021-04-25T15:57:19.929927,1.936152e-01,9.218750e-01
30850,2021-04-25T15:57:28.135987,2.042849e-01,9.296875e-01
30900,2021-04-25T15:57:36.312127,2.009539e-01,9.062500e-01
30950,2021-04-25T15:57:44.460343,1.367777e-01,9.296875e-01
31000,2021-04-25T15:57:52.632493,2.073960e-01,9.140625e-01
31050,2021-04-25T15:58:01.292340,1.515173e-01,9.531250e-01
31100,2021-04-25T15:58:09.459505,1.577405e-01,9.609375e-01
31150,2021-04-25T15:58:17.632652,1.592758e-01,9.531250e-01
31200,2021-04-25T15:58:25.806798,1.705855e-01,9.140625e-01
31250,2021-04-25T15:58:33.984933,2.191162e-01,8.906250e-01
31300,2021-04-25T15:58:42.156086,2.000385e-01,9.140625e-01
31350,2021-04-25T15:58:50.323250,1.529706e-01,9.453125e-01
31400,2021-04-25T15:58:58.500388,1.565048e-01,9.375000e-01
31450,2021-04-25T15:59:06.696475,1.949017e-01,8.984375e-01
31500,2021-04-25T15:59:14.844689,2.130953e-01,9.140625e-01
31550,2021-04-25T15:59:23.539266,2.557437e-01,8.671875e-01
31600,2021-04-25T15:59:31.683491,2.009894e-01,9.218750e-01
31650,2021-04-25T15:59:39.862623,1.457629e-01,9.296875e-01
31700,2021-04-25T15:59:48.090591,1.967790e-01,9.140625e-01
31750,2021-04-25T15:59:56.256757,1.512628e-01,9.453125e-01
31800,2021-04-25T16:00:04.426914,2.279730e-01,8.906250e-01
31850,2021-04-25T16:00:12.599068,1.952170e-01,9.453125e-01
31900,2021-04-25T16:00:20.762243,1.543499e-01,9.453125e-01
31950,2021-04-25T16:00:28.984260,2.331243e-01,9.296875e-01
32000,2021-04-25T16:00:37.127489,2.603507e-01,8.906250e-01
32050,2021-04-25T16:00:45.966800,2.197743e-01,9.062500e-01
32100,2021-04-25T16:00:54.148924,2.756099e-01,8.750000e-01
32150,2021-04-25T16:01:02.407843,3.049335e-01,8.515625e-01
32200,2021-04-25T16:01:10.635845,1.638770e-01,9.375000e-01
32250,2021-04-25T16:01:18.865899,2.043139e-01,9.453125e-01
32300,2021-04-25T16:01:27.078941,2.200982e-01,9.296875e-01
32350,2021-04-25T16:01:35.270041,1.983480e-01,9.062500e-01
32400,2021-04-25T16:01:43.438202,1.779950e-01,9.218750e-01
32450,2021-04-25T16:01:51.648252,1.628698e-01,9.375000e-01
32500,2021-04-25T16:01:59.870101,2.547489e-01,8.750000e-01
32550,2021-04-25T16:02:08.742004,2.830414e-01,8.828125e-01
32600,2021-04-25T16:02:16.922133,2.560415e-01,8.906250e-01
32650,2021-04-25T16:02:25.093289,1.778921e-01,9.218750e-01
32700,2021-04-25T16:02:33.236517,1.535778e-01,9.375000e-01
32750,2021-04-25T16:02:41.468507,1.677603e-01,9.375000e-01
32800,2021-04-25T16:02:49.660605,2.332023e-01,8.906250e-01
32850,2021-04-25T16:02:57.863109,1.869436e-01,9.140625e-01
32900,2021-04-25T16:03:06.089116,1.796643e-01,9.375000e-01
32950,2021-04-25T16:03:14.278221,1.422059e-01,9.609375e-01
33000,2021-04-25T16:03:22.425439,2.900484e-01,8.906250e-01
33050,2021-04-25T16:03:31.022646,1.533448e-01,9.218750e-01
33100,2021-04-25T16:03:39.202776,1.723668e-01,9.140625e-01
33150,2021-04-25T16:03:47.370938,2.174209e-01,9.062500e-01
33200,2021-04-25T16:03:55.561040,2.466842e-01,9.062500e-01
33250,2021-04-25T16:04:03.735186,1.480655e-01,9.531250e-01
33300,2021-04-25T16:04:11.870435,2.088753e-01,9.140625e-01
33350,2021-04-25T16:04:20.037599,2.532233e-01,8.750000e-01
33400,2021-04-25T16:04:28.197782,2.870044e-01,8.671875e-01
33450,2021-04-25T16:04:36.357965,2.593112e-01,8.906250e-01
33500,2021-04-25T16:04:44.559038,1.911576e-01,9.296875e-01
33550,2021-04-25T16:04:53.185468,1.332026e-01,9.531250e-01
33600,2021-04-25T16:05:01.375571,1.652780e-01,9.375000e-01
33650,2021-04-25T16:05:09.539984,2.676632e-01,8.671875e-01
33700,2021-04-25T16:05:17.697175,2.815757e-01,8.437500e-01
33750,2021-04-25T16:05:25.886280,2.276838e-01,8.828125e-01
33800,2021-04-25T16:05:34.034495,2.322442e-01,8.984375e-01
33850,2021-04-25T16:05:42.235569,1.669562e-01,9.218750e-01
33900,2021-04-25T16:05:50.440632,1.523651e-01,9.375000e-01
